PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000040427,P01427,2025-05-03,81.63,103.66,Annual Review
PH000040428,P01428,2025-05-12,17.87,31.59,Cost Increase
PH000040429,P01429,2025-05-12,29.78,53.38,Market Adjustment
PH000040430,P01430,2025-05-04,24.42,28.78,Annual Review
PH000040431,P01431,2025-05-12,11.03,15.95,Annual Review
PH000040432,P01432,2025-05-02,18.45,26.71,Promotion End
PH000040433,P01433,2025-05-15,14.92,22.83,Market Adjustment
PH000040434,P01434,2025-04-27,44.43,58.42,Promotion End
PH000040435,P01435,2025-05-13,32.24,46.47,Cost Increase
PH000040436,P01436,2025-04-29,8.77,12.59,Market Adjustment
PH000040437,P01437,2025-04-30,14.87,27.9,Annual Review
PH000040438,P01438,2025-05-01,33.36,47.75,Cost Increase
PH000040439,P01439,2025-05-05,12.61,16.4,Annual Review
PH000040440,P01440,2025-05-10,17.17,27.82,Market Adjustment
PH000040441,P01441,2025-05-02,39.3,59.71,Annual Review
PH000040442,P01442,2025-05-13,53.34,97.48,Market Adjustment
PH000040443,P01443,2025-05-06,31.06,42.03,Promotion End
PH000040444,P01444,2025-05-09,46.17,75.73,Cost Increase
PH000040445,P01445,2025-04-26,23.74,40.95,Market Adjustment
PH000040446,P01446,2025-05-04,17.66,22.9,Cost Increase
PH000040447,P01447,2025-04-27,29.95,37.91,Promotion End
PH000040448,P01448,2025-05-04,19.69,25.92,Cost Increase
PH000040449,P01449,2025-05-14,62.5,95.79,Promotion End
PH000040450,P01450,2025-05-13,17.01,21.06,Promotion End
PH000040451,P01451,2025-05-12,20.87,31.61,Annual Review
PH000040452,P01452,2025-05-09,65.03,83.66,Market Adjustment
PH000040453,P01453,2025-05-04,23.42,37.37,Cost Increase
PH000040454,P01454,2025-04-26,69.8,80.69,Promotion End
PH000040455,P01455,2025-05-13,13.31,17.21,Cost Increase
PH000040456,P01456,2025-05-08,22.16,33.8,Market Adjustment
PH000040457,P01457,2025-05-05,31.3,47.9,Cost Increase
PH000040458,P01458,2025-04-29,39.83,56.92,Annual Review
PH000040459,P01459,2025-05-04,94.8,133.04,Market Adjustment
PH000040460,P01460,2025-05-02,15.81,26.2,Annual Review
PH000040461,P01461,2025-05-13,18.82,23.18,Promotion End
PH000040462,P01462,2025-05-03,13.12,20.32,Promotion End
PH000040463,P01463,2025-05-09,19.44,36.02,Annual Review
PH000040464,P01464,2025-05-05,55.86,107.16,Annual Review
PH000040465,P01465,2025-05-03,12.39,21.6,Annual Review
PH000040466,P01466,2025-04-30,18.55,23.85,Annual Review
PH000040467,P01467,2025-05-09,70.84,91.77,Annual Review
PH000040468,P01468,2025-05-15,18.79,22.83,Promotion End
PH000040469,P01469,2025-05-13,9.32,13.17,Annual Review
PH000040470,P01470,2025-05-04,24.17,33.24,Promotion End
PH000040471,P01471,2025-05-15,99.35,167.94,Promotion End
PH000040472,P01472,2025-05-06,31.35,38.93,Promotion End
PH000040473,P01473,2025-05-13,28.48,39.03,Promotion End
PH000040474,P01474,2025-05-15,96.73,166.26,Annual Review
PH000040475,P01475,2025-04-29,51.71,79.54,Cost Increase
PH000040476,P01476,2025-05-06,13.55,19.63,Annual Review
PH000040477,P01477,2025-05-11,25.24,34.39,Market Adjustment
PH000040478,P01478,2025-04-28,6.94,8.97,Market Adjustment
PH000040479,P01479,2025-04-26,45.53,84.52,Market Adjustment
PH000040480,P01480,2025-05-09,34.98,67.14,Cost Increase
PH000040481,P01481,2025-05-08,12.82,15.69,Market Adjustment
PH000040482,P01482,2025-04-27,38.4,48.72,Annual Review
PH000040483,P01483,2025-05-10,32.0,57.33,Cost Increase
PH000040484,P01484,2025-04-27,86.32,117.58,Cost Increase
PH000040485,P01485,2025-04-29,131.72,182.93,Promotion End
PH000040486,P01486,2025-05-05,63.92,123.36,Promotion End
PH000040487,P01487,2025-05-08,30.43,45.02,Cost Increase
PH000040488,P01488,2025-05-13,33.84,43.88,Annual Review
PH000040489,P01489,2025-05-13,17.75,23.26,Market Adjustment
PH000040490,P01490,2025-05-15,20.9,39.57,Annual Review
PH000040491,P01491,2025-04-26,29.42,35.81,Annual Review
PH000040492,P01492,2025-05-13,27.32,35.23,Promotion End
PH000040493,P01493,2025-05-15,12.43,22.59,Promotion End
PH000040494,P01494,2025-05-05,36.31,49.28,Promotion End
PH000040495,P01495,2025-05-05,37.69,50.23,Cost Increase
PH000040496,P01496,2025-05-10,50.39,83.02,Annual Review
PH000040497,P01497,2025-05-05,30.86,39.45,Market Adjustment
PH000040498,P01498,2025-04-26,22.59,37.02,Market Adjustment
PH000040499,P01499,2025-04-30,13.46,18.93,Market Adjustment
PH000040500,P01500,2025-05-07,54.81,79.53,Promotion End
PH000040501,P01501,2025-05-15,75.02,127.47,Annual Review
PH000040502,P01502,2025-05-14,121.91,164.12,Cost Increase
PH000040503,P01503,2025-05-13,26.08,37.86,Market Adjustment
PH000040504,P01504,2025-05-13,7.95,10.88,Annual Review
PH000040505,P01505,2025-05-12,26.01,37.95,Market Adjustment
PH000040506,P01506,2025-05-14,166.94,296.56,Market Adjustment
PH000040507,P01507,2025-05-04,23.2,32.39,Promotion End
PH000040508,P01508,2025-04-26,62.76,110.86,Promotion End
PH000040509,P01509,2025-04-26,20.26,33.58,Promotion End
PH000040510,P01510,2025-05-04,40.91,54.3,Annual Review
PH000040511,P01511,2025-05-05,13.32,24.35,Annual Review
PH000040512,P01512,2025-04-27,40.94,52.17,Annual Review
PH000040513,P01513,2025-04-27,28.46,47.85,Annual Review
PH000040514,P01514,2025-04-28,53.91,65.13,Annual Review
PH000040515,P01515,2025-04-30,17.47,26.71,Market Adjustment
PH000040516,P01516,2025-05-02,29.81,46.23,Annual Review
PH000040517,P01517,2025-04-26,13.37,21.16,Market Adjustment
PH000040518,P01518,2025-05-08,67.55,107.98,Market Adjustment
PH000040519,P01519,2025-05-13,35.4,63.45,Annual Review
PH000040520,P01520,2025-05-01,17.84,29.67,Promotion End
PH000040521,P01521,2025-05-11,74.64,124.45,Cost Increase
PH000040522,P01522,2025-04-26,16.81,21.91,Annual Review
PH000040523,P01523,2025-05-12,37.06,52.4,Cost Increase
PH000040524,P01524,2025-05-14,43.44,71.65,Annual Review
PH000040525,P01525,2025-05-03,57.62,109.26,Cost Increase
PH000040526,P01526,2025-05-03,64.13,102.87,Market Adjustment
PH000040527,P01527,2025-05-06,16.5,22.67,Annual Review
PH000040528,P01528,2025-04-27,23.44,40.8,Market Adjustment
PH000040529,P01529,2025-04-25,23.03,39.19,Market Adjustment
PH000040530,P01530,2025-05-01,19.77,34.99,Annual Review
PH000040531,P01531,2025-04-28,71.69,92.36,Annual Review
PH000040532,P01532,2025-05-06,174.65,250.71,Promotion End
PH000040533,P01533,2025-05-12,26.19,41.58,Promotion End
PH000040534,P01534,2025-04-29,37.88,56.86,Promotion End
PH000040535,P01535,2025-05-10,136.48,222.89,Market Adjustment
PH000040536,P01536,2025-04-26,58.2,86.27,Annual Review
PH000040537,P01537,2025-04-26,10.55,14.25,Promotion End
PH000040538,P01538,2025-05-06,77.17,125.67,Cost Increase
PH000040539,P01539,2025-04-27,31.5,53.41,Market Adjustment
PH000040540,P01540,2025-04-27,13.2,16.66,Annual Review
PH000040541,P01541,2025-05-09,22.18,37.51,Market Adjustment
PH000040542,P01542,2025-05-13,36.12,44.75,Cost Increase
PH000040543,P01543,2025-05-01,22.52,33.16,Annual Review
PH000040544,P01544,2025-05-02,14.01,19.02,Promotion End
PH000040545,P01545,2025-05-06,35.71,45.29,Cost Increase
PH000040546,P01546,2025-05-14,74.31,128.85,Cost Increase
PH000040547,P01547,2025-05-14,59.24,96.1,Annual Review
PH000040548,P01548,2025-05-01,114.49,155.52,Annual Review
PH000040549,P01549,2025-05-13,81.72,100.08,Annual Review
PH000040550,P01550,2025-04-29,131.17,165.89,Annual Review
PH000040551,P01551,2025-05-06,15.1,19.49,Promotion End
PH000040552,P01552,2025-05-13,53.74,90.21,Cost Increase
PH000040553,P01553,2025-05-11,30.19,38.31,Promotion End
PH000040554,P01554,2025-05-10,54.38,92.49,Annual Review
PH000040555,P01555,2025-05-13,12.56,15.44,Annual Review
PH000040556,P01556,2025-04-30,36.39,65.85,Market Adjustment
PH000040557,P01557,2025-05-02,96.25,130.02,Promotion End
PH000040558,P01558,2025-05-02,37.85,56.76,Promotion End
PH000040559,P01559,2025-05-07,19.9,28.92,Annual Review
PH000040560,P01560,2025-05-08,17.52,22.55,Cost Increase
PH000040561,P01561,2025-05-12,39.61,60.39,Annual Review
PH000040562,P01562,2025-04-27,50.28,81.47,Promotion End
PH000040563,P01563,2025-04-30,37.78,49.69,Annual Review
PH000040564,P01564,2025-05-03,30.38,59.45,Market Adjustment
PH000040565,P01565,2025-05-05,18.82,23.35,Annual Review
PH000040566,P01566,2025-04-25,50.66,81.48,Cost Increase
PH000040567,P01567,2025-04-28,31.9,50.19,Cost Increase
PH000040568,P01568,2025-04-30,21.91,27.7,Market Adjustment
PH000040569,P01569,2025-04-28,75.95,89.91,Cost Increase
PH000040570,P01570,2025-04-26,46.52,57.55,Market Adjustment
PH000040571,P01571,2025-04-25,27.15,33.91,Market Adjustment
PH000040572,P01572,2025-05-01,27.4,44.54,Market Adjustment
PH000040573,P01573,2025-05-15,23.31,35.63,Cost Increase
PH000040574,P01574,2025-04-28,55.78,87.37,Annual Review
PH000040575,P01575,2025-04-25,110.37,197.22,Market Adjustment
PH000040576,P01576,2025-05-01,37.31,46.05,Promotion End
PH000040577,P01577,2025-05-15,43.04,68.81,Promotion End
PH000040578,P01578,2025-05-04,20.16,33.98,Market Adjustment
PH000040579,P01579,2025-04-25,202.78,346.28,Cost Increase
PH000040580,P01580,2025-05-04,11.58,18.95,Cost Increase
PH000040581,P01581,2025-05-13,30.07,54.39,Annual Review
PH000040582,P01582,2025-04-25,46.79,53.71,Market Adjustment
PH000040583,P01583,2025-05-12,19.65,28.39,Promotion End
PH000040584,P01584,2025-05-13,17.14,20.39,Annual Review
PH000040585,P01585,2025-05-10,16.66,29.51,Annual Review
PH000040586,P01586,2025-05-04,67.77,84.31,Market Adjustment
PH000040587,P01587,2025-05-13,61.09,91.65,Cost Increase
PH000040588,P01588,2025-04-27,54.67,88.57,Annual Review
PH000040589,P01589,2025-04-27,58.77,93.89,Cost Increase
PH000040590,P01590,2025-05-11,48.02,86.56,Promotion End
PH000040591,P01591,2025-05-12,15.48,26.12,Cost Increase
PH000040592,P01592,2025-05-08,18.67,27.7,Cost Increase
PH000040593,P01593,2025-04-25,51.22,94.16,Annual Review
PH000040594,P01594,2025-05-09,16.24,22.42,Cost Increase
PH000040595,P01595,2025-05-04,24.08,29.95,Annual Review
PH000040596,P01596,2025-04-27,11.48,17.32,Market Adjustment
PH000040597,P01597,2025-04-28,32.97,42.71,Cost Increase
PH000040598,P01598,2025-04-25,28.47,34.89,Annual Review
PH000040599,P01599,2025-05-03,12.49,21.92,Market Adjustment
PH000040600,P01600,2025-04-29,66.05,83.16,Market Adjustment
PH000040601,P01601,2025-05-05,20.69,26.91,Cost Increase
PH000040602,P01602,2025-05-06,25.81,33.73,Cost Increase
PH000040603,P01603,2025-04-30,42.2,56.53,Annual Review
PH000040604,P01604,2025-04-29,44.36,56.34,Cost Increase
PH000040605,P01605,2025-05-03,63.34,78.45,Market Adjustment
PH000040606,P01606,2025-04-26,33.14,44.4,Market Adjustment
PH000040607,P01607,2025-04-25,51.77,80.03,Promotion End
PH000040608,P01608,2025-04-30,63.25,93.24,Market Adjustment
PH000040609,P01609,2025-04-28,12.3,16.32,Cost Increase
PH000040610,P01610,2025-05-12,146.95,273.07,Market Adjustment
PH000040611,P01611,2025-05-10,85.53,149.54,Market Adjustment
PH000040612,P01612,2025-04-27,9.68,12.6,Cost Increase
PH000040613,P01613,2025-04-27,36.77,46.86,Promotion End
PH000040614,P01614,2025-05-05,16.33,23.07,Promotion End
PH000040615,P01615,2025-05-08,49.02,75.63,Annual Review
PH000040616,P01616,2025-05-12,22.86,43.05,Cost Increase
PH000040617,P01617,2025-05-04,14.83,18.53,Promotion End
PH000040618,P01618,2025-05-03,21.96,41.42,Cost Increase
PH000040619,P01619,2025-04-29,67.09,110.75,Cost Increase
PH000040620,P01620,2025-05-13,59.5,100.54,Promotion End
PH000040621,P01621,2025-04-25,67.33,87.79,Annual Review
PH000040622,P01622,2025-05-11,38.36,68.65,Annual Review
PH000040623,P01623,2025-04-26,43.37,55.32,Market Adjustment
PH000040624,P01624,2025-04-25,17.24,22.11,Cost Increase
PH000040625,P01625,2025-05-08,57.24,103.24,Annual Review
PH000040626,P01626,2025-04-29,70.0,133.22,Annual Review
PH000040627,P01627,2025-05-02,11.51,17.44,Promotion End
PH000040628,P01628,2025-04-28,24.58,33.54,Promotion End
PH000040629,P01629,2025-04-30,20.3,31.15,Annual Review
PH000040630,P01630,2025-05-12,17.03,21.78,Market Adjustment
PH000040631,P01631,2025-05-11,34.14,56.58,Annual Review
PH000040632,P01632,2025-04-25,39.8,62.55,Market Adjustment
PH000040633,P01633,2025-05-11,21.95,29.57,Promotion End
PH000040634,P01634,2025-05-02,4.7,7.99,Market Adjustment
PH000040635,P01635,2025-04-29,25.39,41.06,Annual Review
PH000040636,P01636,2025-04-28,68.4,100.38,Annual Review
PH000040637,P01637,2025-04-28,28.13,35.12,Promotion End
PH000040638,P01638,2025-05-04,8.04,12.03,Cost Increase
PH000040639,P01639,2025-05-15,60.68,100.71,Cost Increase
PH000040640,P01640,2025-05-05,18.74,28.98,Annual Review
PH000040641,P01641,2025-04-26,105.95,170.62,Annual Review
PH000040642,P01642,2025-04-25,21.17,35.26,Promotion End
PH000040643,P01643,2025-04-25,18.51,22.97,Annual Review
PH000040644,P01644,2025-05-09,11.96,15.22,Promotion End
PH000040645,P01645,2025-05-05,23.64,33.14,Promotion End
PH000040646,P01646,2025-05-10,27.38,38.31,Cost Increase
PH000040647,P01647,2025-05-02,22.38,29.23,Cost Increase
PH000040648,P01648,2025-05-02,21.32,27.76,Promotion End
PH000040649,P01649,2025-04-25,43.92,60.71,Annual Review
PH000040650,P01650,2025-05-04,23.66,29.96,Annual Review
PH000040651,P01651,2025-05-01,46.53,85.77,Annual Review
PH000040652,P01652,2025-05-14,60.69,93.41,Annual Review
PH000040653,P01653,2025-04-30,268.4,479.85,Cost Increase
PH000040654,P01654,2025-05-13,44.0,80.01,Market Adjustment
PH000040655,P01655,2025-05-01,15.72,23.8,Promotion End
PH000040656,P01656,2025-05-05,22.18,27.08,Cost Increase
PH000040657,P01657,2025-05-03,27.63,41.06,Market Adjustment
PH000040658,P01658,2025-04-29,65.97,88.07,Market Adjustment
PH000040659,P01659,2025-05-12,28.31,50.83,Annual Review
PH000040660,P01660,2025-05-04,68.1,91.0,Market Adjustment
PH000040661,P01661,2025-05-03,10.26,13.74,Market Adjustment
PH000040662,P01662,2025-04-30,36.1,55.6,Cost Increase
PH000040663,P01663,2025-04-28,59.53,98.53,Market Adjustment
PH000040664,P01664,2025-04-26,46.67,74.69,Promotion End
PH000040665,P01665,2025-04-27,19.68,31.64,Annual Review
PH000040666,P01666,2025-05-06,32.08,38.6,Promotion End
PH000040667,P01667,2025-05-08,8.49,12.51,Cost Increase
PH000040668,P01668,2025-04-25,32.66,47.14,Market Adjustment
PH000040669,P01669,2025-05-03,25.94,36.69,Promotion End
PH000040670,P01670,2025-05-01,14.89,26.06,Market Adjustment
PH000040671,P01671,2025-05-01,24.15,42.9,Cost Increase
PH000040672,P01672,2025-05-12,100.59,132.55,Promotion End
PH000040673,P01673,2025-04-29,11.12,15.59,Cost Increase
PH000040674,P01674,2025-04-28,37.0,50.84,Promotion End
PH000040675,P01675,2025-04-26,45.02,61.35,Cost Increase
PH000040676,P01676,2025-05-12,32.92,42.48,Annual Review
PH000040677,P01677,2025-05-03,54.88,99.55,Market Adjustment
PH000040678,P01678,2025-05-06,24.2,42.52,Annual Review
PH000040679,P01679,2025-05-15,20.84,25.43,Cost Increase
PH000040680,P01680,2025-05-09,15.47,27.73,Annual Review
PH000040681,P01681,2025-05-13,30.28,40.53,Market Adjustment
PH000040682,P01682,2025-05-10,35.75,64.47,Cost Increase
PH000040683,P01683,2025-04-25,44.08,70.16,Annual Review
PH000040684,P01684,2025-05-14,31.75,52.86,Annual Review
PH000040685,P01685,2025-05-07,39.16,68.91,Market Adjustment
PH000040686,P01686,2025-05-14,26.2,40.99,Market Adjustment
PH000040687,P01687,2025-05-12,11.38,16.46,Annual Review
PH000040688,P01688,2025-05-06,31.85,58.37,Annual Review
PH000040689,P01689,2025-04-28,48.11,71.13,Market Adjustment
PH000040690,P01690,2025-05-09,15.7,20.86,Market Adjustment
PH000040691,P01691,2025-04-29,36.97,53.52,Annual Review
PH000040692,P01692,2025-05-01,115.0,151.53,Annual Review
PH000040693,P01693,2025-05-15,29.5,49.93,Cost Increase
PH000040694,P01694,2025-05-05,30.58,40.08,Annual Review
PH000040695,P01695,2025-05-08,10.75,13.97,Cost Increase
PH000040696,P01696,2025-05-08,14.96,27.75,Cost Increase
PH000040697,P01697,2025-05-10,18.49,23.88,Market Adjustment
PH000040698,P01698,2025-05-15,48.55,71.69,Annual Review
PH000040699,P01699,2025-05-15,16.83,22.53,Cost Increase
PH000040700,P01700,2025-05-09,8.47,12.07,Annual Review
PH000040701,P01701,2025-05-03,42.05,55.06,Annual Review
PH000040702,P01702,2025-05-14,19.02,22.23,Promotion End
PH000040703,P01703,2025-05-15,10.73,13.15,Promotion End
PH000040704,P01704,2025-05-14,52.68,81.04,Annual Review
PH000040705,P01705,2025-05-04,45.28,63.33,Promotion End
PH000040706,P01706,2025-05-10,6.63,11.03,Market Adjustment
PH000040707,P01707,2025-04-25,34.88,61.33,Annual Review
PH000040708,P01708,2025-05-10,14.31,17.4,Promotion End
PH000040709,P01709,2025-05-06,33.67,54.35,Cost Increase
PH000040710,P01710,2025-04-27,35.38,43.01,Promotion End
PH000040711,P01711,2025-05-07,31.51,38.85,Market Adjustment
PH000040712,P01712,2025-05-13,65.47,105.03,Market Adjustment
PH000040713,P01713,2025-05-14,220.59,400.8,Cost Increase
PH000040714,P01714,2025-05-01,41.74,64.83,Cost Increase
PH000040715,P01715,2025-05-06,115.96,215.93,Promotion End
PH000040716,P01716,2025-05-05,10.19,19.27,Cost Increase
PH000040717,P01717,2025-05-13,25.14,29.99,Promotion End
PH000040718,P01718,2025-05-11,12.67,24.28,Promotion End
PH000040719,P01719,2025-04-30,19.65,30.47,Annual Review
PH000040720,P01720,2025-05-09,25.38,32.27,Cost Increase
PH000040721,P01721,2025-04-28,123.06,200.84,Annual Review
PH000040722,P01722,2025-04-25,33.36,45.78,Annual Review
PH000040723,P01723,2025-05-02,68.21,95.33,Market Adjustment
PH000040724,P01724,2025-04-30,23.56,29.61,Market Adjustment
PH000040725,P01725,2025-05-02,21.36,36.75,Market Adjustment
PH000040726,P01726,2025-05-04,10.34,18.97,Cost Increase
PH000040727,P01727,2025-05-03,123.54,213.46,Market Adjustment
PH000040728,P01728,2025-05-13,87.51,116.68,Market Adjustment
PH000040729,P01729,2025-05-04,37.3,62.2,Annual Review
PH000040730,P01730,2025-04-29,26.6,46.87,Promotion End
PH000040731,P01731,2025-05-04,34.04,51.98,Market Adjustment
PH000040732,P01732,2025-05-06,12.39,18.13,Market Adjustment
PH000040733,P01733,2025-05-15,43.79,76.53,Market Adjustment
PH000040734,P01734,2025-05-02,83.11,126.16,Annual Review
PH000040735,P01735,2025-04-28,85.66,109.56,Market Adjustment
PH000040736,P01736,2025-05-13,10.91,19.9,Cost Increase
PH000040737,P01737,2025-05-10,66.29,81.77,Cost Increase
PH000040738,P01738,2025-05-15,12.4,16.48,Promotion End
PH000040739,P01739,2025-05-04,7.13,10.81,Promotion End
PH000040740,P01740,2025-05-08,71.39,115.68,Annual Review
PH000040741,P01741,2025-05-13,22.31,36.26,Annual Review
PH000040742,P01742,2025-04-30,63.6,109.7,Promotion End
PH000040743,P01743,2025-05-02,58.27,103.25,Market Adjustment
PH000040744,P01744,2025-04-30,53.46,69.22,Market Adjustment
PH000040745,P01745,2025-05-01,32.82,47.3,Promotion End
PH000040746,P01746,2025-05-08,13.31,16.96,Cost Increase
PH000040747,P01747,2025-04-29,25.24,39.89,Annual Review
PH000040748,P01748,2025-05-04,87.79,136.21,Promotion End
PH000040749,P01749,2025-05-08,63.86,77.77,Annual Review
PH000040750,P01750,2025-04-27,27.09,42.24,Annual Review
PH000040751,P01751,2025-05-11,26.96,35.74,Promotion End
PH000040752,P01752,2025-04-28,48.68,79.55,Market Adjustment
PH000040753,P01753,2025-04-25,35.13,42.27,Annual Review
PH000040754,P01754,2025-05-08,27.22,37.2,Promotion End
PH000040755,P01755,2025-04-27,46.2,71.86,Cost Increase
PH000040756,P01756,2025-05-02,45.21,53.39,Promotion End
PH000040757,P01757,2025-05-05,20.49,30.63,Annual Review
PH000040758,P01758,2025-04-30,41.17,70.51,Promotion End
PH000040759,P01759,2025-04-26,42.95,73.96,Cost Increase
PH000040760,P01760,2025-04-26,31.17,39.1,Cost Increase
PH000040761,P01761,2025-05-15,19.06,24.2,Market Adjustment
PH000040762,P01762,2025-05-02,24.96,39.4,Market Adjustment
PH000040763,P01763,2025-04-28,16.68,21.67,Market Adjustment
PH000040764,P01764,2025-05-06,41.15,51.25,Cost Increase
PH000040765,P01765,2025-05-10,10.83,15.7,Market Adjustment
PH000040766,P01766,2025-05-12,95.29,134.08,Promotion End
PH000040767,P01767,2025-04-28,77.4,113.04,Cost Increase
PH000040768,P01768,2025-05-15,44.33,83.89,Promotion End
PH000040769,P01769,2025-05-03,59.78,83.09,Cost Increase
PH000040770,P01770,2025-05-08,56.56,83.55,Cost Increase
PH000040771,P01771,2025-05-09,35.44,51.64,Market Adjustment
PH000040772,P01772,2025-04-29,27.8,34.28,Promotion End
PH000040773,P01773,2025-05-08,25.49,33.82,Promotion End
PH000040774,P01774,2025-05-13,96.08,184.8,Annual Review
PH000040775,P01775,2025-05-07,18.93,23.05,Cost Increase
PH000040776,P01776,2025-05-13,18.59,35.64,Annual Review
PH000040777,P01777,2025-05-07,63.63,101.85,Promotion End
PH000040778,P01778,2025-05-01,58.87,98.14,Annual Review
PH000040779,P01779,2025-05-14,27.18,43.29,Promotion End
PH000040780,P01780,2025-05-04,48.13,74.07,Cost Increase
PH000040781,P01781,2025-04-28,53.27,101.32,Cost Increase
PH000040782,P01782,2025-05-01,13.21,19.18,Promotion End
PH000040783,P01783,2025-05-08,80.93,119.66,Annual Review
PH000040784,P01784,2025-05-14,51.83,78.8,Promotion End
PH000040785,P01785,2025-05-08,45.5,57.09,Promotion End
PH000040786,P01786,2025-05-11,51.69,66.37,Annual Review
PH000040787,P01787,2025-04-29,40.89,59.19,Promotion End
PH000040788,P01788,2025-05-15,20.5,38.63,Cost Increase
PH000040789,P01789,2025-05-13,39.8,77.19,Annual Review
PH000040790,P01790,2025-05-02,47.56,66.42,Annual Review
PH000040791,P01791,2025-04-29,49.32,72.27,Market Adjustment
PH000040792,P01792,2025-05-13,32.91,44.48,Market Adjustment
PH000040793,P01793,2025-05-11,39.62,62.62,Annual Review
PH000040794,P01794,2025-05-09,15.46,27.32,Annual Review
PH000040795,P01795,2025-04-26,18.4,28.58,Annual Review
PH000040796,P01796,2025-05-09,30.09,49.63,Annual Review
PH000040797,P01797,2025-05-07,112.17,144.66,Annual Review
PH000040798,P01798,2025-05-14,23.97,36.63,Promotion End
PH000040799,P01799,2025-04-28,23.48,31.8,Promotion End
PH000040800,P01800,2025-04-27,9.26,15.34,Market Adjustment
PH000040801,P01801,2025-05-09,63.37,87.0,Market Adjustment
PH000040802,P01802,2025-05-15,11.93,21.01,Annual Review
PH000040803,P01803,2025-05-15,32.45,42.3,Market Adjustment
PH000040804,P01804,2025-05-11,9.95,12.42,Market Adjustment
PH000040805,P01805,2025-05-11,53.89,79.56,Market Adjustment
PH000040806,P01806,2025-05-04,48.96,90.24,Cost Increase
PH000040807,P01807,2025-05-06,21.1,25.32,Promotion End
PH000040808,P01808,2025-04-25,8.75,14.07,Promotion End
PH000040809,P01809,2025-05-10,73.62,121.69,Annual Review
PH000040810,P01810,2025-04-29,39.6,57.24,Annual Review
PH000040811,P01811,2025-05-06,38.66,48.8,Cost Increase
PH000040812,P01812,2025-05-12,17.35,20.13,Annual Review
PH000040813,P01813,2025-05-15,29.83,43.23,Promotion End
PH000040814,P01814,2025-05-06,32.07,42.43,Market Adjustment
PH000040815,P01815,2025-05-09,73.82,90.9,Market Adjustment
PH000040816,P01816,2025-04-27,52.39,79.96,Cost Increase
PH000040817,P01817,2025-05-10,19.91,24.27,Annual Review
PH000040818,P01818,2025-05-04,27.45,43.16,Market Adjustment
PH000040819,P01819,2025-05-06,25.99,46.12,Market Adjustment
PH000040820,P01820,2025-05-13,36.98,66.81,Promotion End
PH000040821,P01821,2025-05-15,10.82,19.6,Promotion End
PH000040822,P01822,2025-05-04,29.24,50.29,Market Adjustment
PH000040823,P01823,2025-05-11,26.38,33.03,Annual Review
PH000040824,P01824,2025-05-12,85.39,114.89,Annual Review
PH000040825,P01825,2025-05-10,83.95,98.35,Cost Increase
PH000040826,P01826,2025-05-10,84.35,109.76,Market Adjustment
PH000040827,P01827,2025-05-08,58.07,86.27,Market Adjustment
PH000040828,P01828,2025-05-09,47.95,62.41,Promotion End
PH000040829,P01829,2025-04-28,26.87,41.94,Annual Review
PH000040830,P01830,2025-05-12,16.38,21.66,Market Adjustment
PH000040831,P01831,2025-05-14,32.51,44.61,Promotion End
PH000040832,P01832,2025-05-10,22.81,32.54,Cost Increase
PH000040833,P01833,2025-04-29,27.42,38.38,Promotion End
PH000040834,P01834,2025-05-09,31.67,36.83,Promotion End
PH000040835,P01835,2025-05-13,9.56,13.42,Annual Review
PH000040836,P01836,2025-04-27,43.49,60.5,Market Adjustment
PH000040837,P01837,2025-04-27,46.79,74.48,Cost Increase
PH000040838,P01838,2025-05-11,12.11,19.16,Cost Increase
PH000040839,P01839,2025-05-12,14.77,20.66,Market Adjustment
PH000040840,P01840,2025-04-29,19.46,26.9,Market Adjustment
PH000040841,P01841,2025-05-03,20.7,37.09,Market Adjustment
PH000040842,P01842,2025-04-26,34.95,49.18,Cost Increase
PH000040843,P01843,2025-05-12,15.03,18.79,Cost Increase
PH000040844,P01844,2025-05-02,13.61,17.2,Cost Increase
PH000040845,P01845,2025-05-05,194.7,304.05,Promotion End
PH000040846,P01846,2025-05-05,52.92,70.01,Cost Increase
PH000040847,P01847,2025-05-07,8.0,11.02,Annual Review
PH000040848,P01848,2025-05-05,78.72,120.76,Annual Review
PH000040849,P01849,2025-04-25,19.4,24.94,Cost Increase
PH000040850,P01850,2025-04-29,15.34,26.37,Annual Review
PH000040851,P01851,2025-05-08,30.77,37.36,Promotion End
PH000040852,P01852,2025-05-02,18.7,30.02,Promotion End
PH000040853,P01853,2025-05-01,46.12,64.62,Promotion End
PH000040854,P01854,2025-05-06,27.63,48.44,Market Adjustment
PH000040855,P01855,2025-05-10,28.57,37.07,Market Adjustment
PH000040856,P01856,2025-05-01,43.76,56.6,Promotion End
PH000040857,P01857,2025-05-10,29.02,36.79,Annual Review
PH000040858,P01858,2025-05-10,18.0,24.54,Cost Increase
PH000040859,P01859,2025-05-04,54.17,87.62,Annual Review
PH000040860,P01860,2025-05-09,43.59,66.99,Promotion End
PH000040861,P01861,2025-05-03,32.41,52.55,Market Adjustment
PH000040862,P01862,2025-04-26,61.43,112.53,Annual Review
PH000040863,P01863,2025-05-09,29.23,48.97,Market Adjustment
PH000040864,P01864,2025-05-01,36.09,71.1,Annual Review
PH000040865,P01865,2025-05-04,37.76,62.81,Promotion End
PH000040866,P01866,2025-05-02,19.27,28.88,Cost Increase
